Date,AAPL,AMZN,MSFT,NVDA,TSLA
2021-01-05,0.012363759691976561,0.010004358381754175,0.000964548461072523,0.022209838855053343,0.007317368906131216
2021-01-06,-0.033661420714396595,-0.024896614147709384,-0.02592955407954045,-0.05895295687983315,0.028390302267496503
2021-01-07,0.03412334849978893,0.0075771277744003385,0.02845703121049037,0.057830347574041596,0.07944656360858104
2021-01-08,0.008630963124490743,0.006495514374673217,0.006093013690576798,-0.005039862509460313,0.07840299470467449
2021-01-11,-0.02324880072894031,-0.021519462280005563,-0.009698586716127888,0.025966532731997116,-0.07821411721500826
2021-01-12,-0.0013957098374605126,0.002125797051401035,-0.011770724693800916,-0.010039301071822493,0.047152947996006445
2021-01-13,0.01622695539522301,0.014438406874172749,0.00656049763597899,0.0034854992846875543,0.005850950889994211
2021-01-14,-0.015127155601110998,-0.012135545173177387,-0.015346270360948266,-0.024497787095567714,-0.011013523157297866
2021-01-15,-0.013730724778133196,-0.007424600125642833,-0.0017371328991023782,-0.02581416962479366,-0.02229585445953386
2021-01-19,0.005427106547566396,0.005318518294228358,0.017822799645178744,0.01288937338227436,0.022259629183487784
2021-01-20,0.03285621258497873,0.04570048462239673,0.036499741857490164,0.026141615985652455,0.00698599786790699
2021-01-21,0.03665851914185536,0.013363421550624865,0.0028081544791183077,0.03753993627368879,-0.006420156263490129
2021-01-22,0.016073807606075352,-0.00446331304512726,0.0043562278691422485,-0.011177109518046291,0.0019526425140830028
2021-01-25,0.027683525139831078,0.0005376354551673845,0.01584413244533489,-0.004321160462922857,0.040347806114603646
2021-01-26,0.0016794717292032413,0.009754137082109926,0.012199027910422933,-0.015966579622760046,0.0025999188207492807
2021-01-27,-0.007683842251792639,-0.02812581228312927,0.0024532622803086213,-0.03851818886396552,-0.02143608477064074
2021-01-28,-0.034985331380165574,0.0015591193708615059,0.02589101458331755,0.010315417089093781,-0.033246240146660666
2021-01-29,-0.03742052199588919,-0.009704654514695155,-0.02917163894503627,-0.004693406580441928,-0.05015373491403896
2021-02-01,0.016520079543455468,0.042629902924745666,0.033152124470929634,0.019034507679048573,0.058321672867634566
2021-02-02,0.006336576369732727,0.011104214562255077,-0.0005843302093411218,0.02415563121921349,0.039270726531715816
2021-02-03,-0.007778241222205162,-0.019961565909300982,0.014571647863683701,-0.0019363096074973551,-0.020738065332563282
2021-02-04,0.025757709986788502,0.005575845147329783,-0.004074168357774521,0.009885021675546168,-0.005499119810906672
2021-02-05,-0.003098019328108381,0.006349415177487883,0.0007850891928478099,-0.005360718329117109,0.0026353496607176563
2021-02-08,0.0010967290282761777,-0.008713780773966562,0.0011147294844109368,0.06237601795368741,0.0131302972383458
2021-02-09,-0.006573622468157292,-0.00539885256244832,0.0053615068988985826,-0.012155053584092523,-0.016168321643152184
2021-02-10,-0.004558289744325594,-0.005573405440383872,-0.0038969089906023546,0.035125348678752166,-0.052550944303998315
2021-02-11,-0.0019206334691710403,-0.007439273910078148,0.006877393973591328,0.032951239935320675,0.008498789811735685
2021-02-12,0.0017761882363407366,0.004775969497859078,0.0020451904884464245,-0.018982581062882864,0.005494900903412869
2021-02-16,-0.016103957547885295,-0.0026726192693009576,-0.005265593369774169,0.02466361736421252,-0.024383660823671716
2021-02-17,-0.017643787819301426,0.012141589169594624,0.004359498174510312,-0.027673865755350358,0.0024238672272682837
2021-02-18,-0.00863663308816709,0.005920814274298136,-0.0016790176651914068,-0.005165772769515575,-0.013493691045324274
2021-02-19,0.001233383292908341,-0.023535055745747435,-0.011567175227996773,0.006574924237684909,-0.007721833533733569
2021-02-22,-0.029799019317479858,-0.021280609604111933,-0.026808325303501412,-0.03823745990675487,-0.08549845855559934
2021-02-23,-0.0011108242353092823,0.004326059526709614,-0.005287468643837334,-0.014889399229798705,-0.021917429429917368
2021-02-24,-0.004052224330482468,-0.010946968676518232,0.005487038143399792,0.025243758562200735,0.06178807266392283
2021-02-25,-0.03478273681558153,-0.03240038681954516,-0.02370499773835799,-0.08217798069174664,-0.08059082496045278
2021-02-26,0.0022316922550518203,0.011700387973209825,0.01480420235093538,0.030584211307763676,-0.009850152211020369
2021-03-01,0.05385128901201974,0.017203798394717307,0.0196230777455233,0.009278563093956915,0.06355291148192554
2021-03-02,-0.020893674424620312,-0.016404262105025436,-0.012957016362767915,-0.03146269801377344,-0.044527636486599076
2021-03-03,-0.02445658241563098,-0.02893170479822993,-0.026980771399028325,-0.044867218355303606,-0.048423758283395624
