Date,AAPL,AMZN,MSFT,NVDA,TSLA
2021-01-04,125.9744644165039,159.3314971923828,208.8822479248047,13.076725959777832,243.2566680908203
2021-01-05,127.531982421875,160.92550659179688,209.0837249755859,13.367157936096191,245.0366668701172
2021-01-06,123.23907470703124,156.91900634765625,203.6622772216797,12.579124450683594,251.9933319091797
2021-01-07,127.44440460205078,158.10800170898438,209.45790100097656,13.30657958984375,272.0133361816406
2021-01-08,128.54437255859375,159.13499450683594,210.734130859375,13.239516258239746,293.3399963378906
2021-01-11,125.55587005615234,155.7104949951172,208.6903076171875,13.583300590515137,270.39666748046875
2021-01-12,125.38063049316406,156.04150390625,206.23387145996097,13.44693374633789,283.14666748046875
2021-01-13,127.41517639160156,158.29449462890625,207.5868682861328,13.493803024291992,284.8033447265625
2021-01-14,125.4877471923828,156.37350463867188,204.40118408203125,13.16323471069336,281.6666564941406
2021-01-15,123.76470947265624,155.21249389648438,204.04611206054688,12.823436737060549,275.38665771484375
2021-01-19,124.43639373779295,156.03799438476562,207.6827850341797,12.988722801208496,281.51666259765625
2021-01-20,128.52490234375,163.16900634765625,215.26315307617188,13.328269004821776,283.48333740234375
2021-01-21,133.23643493652344,165.34950256347656,215.86764526367188,13.828611373901367,281.663330078125
2021-01-22,135.3780517578125,164.6114959716797,216.8080139160156,13.674047470092772,282.21331787109375
2021-01-25,139.12579345703125,164.6999969482422,220.24314880371097,13.614959716796877,293.6000061035156
2021-01-26,139.3594512939453,166.30650329589844,222.92990112304688,13.397575378417969,294.36334228515625
2021-01-27,138.28863525390625,161.62899780273438,223.476806640625,12.881525039672852,288.0533447265625
2021-01-28,133.4505615234375,161.88099670410156,229.26284790039065,13.014403343200684,278.4766540527344
2021-01-29,128.45677185058594,160.30999755859375,222.5748748779297,12.95332145690918,264.510009765625
2021-02-01,130.57888793945312,167.1439971923828,229.9537048339844,13.199881553649902,279.9366760253906
2021-02-02,131.40631103515625,169.0,229.8193359375,13.518733024597168,290.92999267578125
2021-02-03,130.3842010498047,165.62649536132812,233.16818237304688,13.49255657196045,284.89666748046875
2021-02-04,133.7425994873047,166.5500030517578,232.2182159423828,13.625930786132812,283.3299865722656
2021-02-05,133.32826232910156,167.6074981689453,232.40052795410156,13.552886009216309,284.07666015625
2021-02-08,133.4744873046875,166.14700317382812,232.6595916748047,14.398261070251465,287.8066711425781
2021-02-09,132.59707641601562,165.25,233.9069976806641,14.223249435424805,283.1533203125
2021-02-10,131.99266052246094,164.32899475097656,232.9954833984375,14.722846031188965,268.2733459472656
2021-02-11,131.73915100097656,163.10650634765625,234.5978851318359,15.207982063293455,270.5533447265625
2021-02-12,131.97314453125,163.885498046875,235.0776824951172,14.91929531097412,272.0400085449219
2021-02-16,129.8478546142578,163.44749450683594,233.83985900878903,15.287259101867676,265.40667724609375
2021-02-17,127.55684661865234,165.4320068359375,234.8592834472656,14.864201545715332,266.04998779296875
2021-02-18,126.45518493652344,166.4114990234375,234.46495056152344,14.787416458129885,262.4599914550781
2021-02-19,126.61115264892578,162.4949951171875,231.7528533935547,14.884642601013184,260.4333190917969
2021-02-22,122.83826446533205,159.03700256347656,225.5399475097656,14.315491676330566,238.1666717529297
2021-02-23,122.70181274414062,159.72500610351562,224.347412109375,14.10234260559082,232.94667053222656
2021-02-24,122.20459747314452,157.97650146484375,225.5784149169922,14.458338737487791,247.33999633789065
2021-02-25,117.95398712158205,152.85800170898438,220.2310791015625,13.270181655883787,227.4066619873047
2021-02-26,118.21722412109376,154.64649963378906,223.49142456054688,13.676039695739746,225.1666717529297
2021-03-01,124.5833740234375,157.3070068359375,227.87701416015625,13.802933692932127,239.47666931152344
2021-03-02,121.9803695678711,154.72650146484375,224.9244079589844,13.368656158447266,228.81333923339844
2021-03-03,118.99714660644533,150.25,218.85577392578125,12.768841743469238,217.73333740234375
2021-03-04,117.1155776977539,148.8784942626953,218.05747985839844,12.33556079864502,207.14666748046875
2021-03-05,118.37319946289062,150.0229949951172,222.74122619628903,12.426552772521973,199.3166656494141
2021-03-08,113.44017028808594,147.59750366210938,218.69227600097656,11.56074047088623,187.6666717529297
2021-03-09,118.05146026611328,153.1425018310547,224.8378448486328,12.489449501037598,224.52667236328125
2021-03-10,116.9693374633789,152.8820037841797,223.5299072265625,12.437576293945312,222.68666076660156
2021-03-11,118.8996353149414,155.67950439453125,228.0597381591797,12.961533546447754,233.1999969482422
2021-03-12,117.99299621582033,154.47450256347656,226.7325134277344,12.824374198913574,231.2433319091797
2021-03-15,120.87872314453124,154.08399963378906,225.82846069335935,13.158798217773438,235.97999572753903
2021-03-16,122.4190673828125,154.59300231933594,228.61752319335935,13.258550643920898,225.6266632080078
2021-03-17,121.62938690185548,156.7864990234375,227.97312927246097,13.308428764343262,233.93666076660156
2021-03-18,117.50553131103516,151.39950561523438,221.89491271972656,12.69119930267334,217.72000122070312
2021-03-19,116.97908020019533,153.7480010986328,221.53904724121097,12.814146995544434,218.2899932861328
2021-03-22,120.29376983642578,155.5435028076172,226.96334838867188,13.15381145477295,223.3333282470703
2021-03-23,119.465087890625,156.875,228.4925079345703,13.038594245910645,220.72000122070312
2021-03-24,117.07656860351562,154.35350036621094,226.45359802246097,12.611896514892578,210.08999633789065
2021-03-25,117.56404113769533,152.31300354003906,223.4529266357422,12.50441074371338,213.4633331298828
2021-03-26,118.16846466064452,152.60150146484375,227.43460083007812,12.80766487121582,206.23666381835935
2021-03-29,118.34394073486328,153.7864990234375,226.24200439453125,12.91639518737793,203.76333618164065
2021-03-30,116.891357421875,152.76449584960938,222.981689453125,12.84008502960205,211.8733367919922
2021-03-31,119.08487701416016,154.70399475097656,226.751708984375,13.31541347503662,222.6433258056641
2021-04-01,119.91355895996094,158.0500030517578,233.08004760742188,13.77777099609375,220.5833282470703
2021-04-05,122.74078369140624,161.3365020751953,239.54302978515625,13.95309066772461,230.3500061035156
2021-04-06,123.0430145263672,161.1909942626953,238.37928771972656,13.827397346496582,230.5399932861328
