Date,Close
2021-01-04,13.076725959777832
2021-01-05,13.367157936096191
2021-01-06,12.579124450683594
2021-01-07,13.30657958984375
2021-01-08,13.239516258239746
2021-01-11,13.583300590515137
2021-01-12,13.44693374633789
2021-01-13,13.493803024291992
2021-01-14,13.16323471069336
2021-01-15,12.823436737060547
2021-01-19,12.988722801208496
2021-01-20,13.328269004821777
2021-01-21,13.828611373901367
2021-01-22,13.674047470092773
2021-01-25,13.614959716796875
2021-01-26,13.397575378417969
2021-01-27,12.881525039672852
2021-01-28,13.014403343200684
2021-01-29,12.95332145690918
2021-02-01,13.199881553649902
2021-02-02,13.518733024597168
2021-02-03,13.49255657196045
2021-02-04,13.625930786132812
2021-02-05,13.552886009216309
2021-02-08,14.398261070251465
2021-02-09,14.223249435424805
2021-02-10,14.722846031188965
2021-02-11,15.207982063293457
2021-02-12,14.919295310974121
2021-02-16,15.287259101867676
2021-02-17,14.864201545715332
2021-02-18,14.787416458129883
2021-02-19,14.884642601013184
2021-02-22,14.315491676330566
2021-02-23,14.10234260559082
2021-02-24,14.458338737487793
2021-02-25,13.270181655883789
2021-02-26,13.676039695739746
2021-03-01,13.802933692932129
2021-03-02,13.368656158447266
2021-03-03,12.768841743469238
2021-03-04,12.33556079864502
2021-03-05,12.426552772521973
2021-03-08,11.56074047088623
2021-03-09,12.489449501037598
2021-03-10,12.437576293945312
2021-03-11,12.961533546447754
2021-03-12,12.824374198913574
2021-03-15,13.158798217773438
2021-03-16,13.258550643920898
2021-03-17,13.308428764343262
2021-03-18,12.69119930267334
2021-03-19,12.814146995544434
2021-03-22,13.15381145477295
2021-03-23,13.038594245910645
2021-03-24,12.611896514892578
2021-03-25,12.504410743713379
2021-03-26,12.80766487121582
2021-03-29,12.91639518737793
2021-03-30,12.84008502960205
2021-03-31,13.315413475036621
2021-04-01,13.77777099609375
2021-04-05,13.95309066772461
2021-04-06,13.827397346496582
2021-04-07,14.1087064743042
2021-04-08,14.281780242919922
2021-04-09,14.364575386047363
2021-04-12,15.171586036682129
2021-04-13,15.640928268432617
2021-04-14,15.239418029785156
2021-04-15,16.097553253173828
2021-04-16,15.8733549118042
2021-04-19,15.323958396911621
2021-04-20,15.133927345275879
2021-04-21,15.322711944580078
2021-04-22,14.813714981079102
2021-04-23,15.227696418762207
2021-04-26,15.439922332763672
2021-04-27,15.343908309936523
2021-04-28,15.239171028137207
2021-04-29,15.28704833984375
2021-04-30,14.972576141357422
2021-05-03,14.800250053405762
2021-05-04,14.315943717956543
2021-05-05,14.422929763793945
2021-05-06,14.487271308898926
2021-05-07,14.775811195373535
2021-05-10,14.230655670166016
2021-05-11,14.2710542678833
2021-05-12,13.724651336669922
2021-05-13,13.631630897521973
2021-05-14,14.207961082458496
2021-05-17,14.13065242767334
2021-05-18,13.981268882751465
2021-05-19,14.031146049499512
2021-05-20,14.57655143737793
2021-05-21,14.95486831665039
2021-05-24,15.573594093322754
2021-05-25,15.609254837036133
2021-05-26,15.661375045776367
2021-05-27,15.449895858764648
2021-05-28,16.20453643798828
2021-06-01,16.224489212036133
2021-06-02,16.73697280883789
2021-06-03,16.928001403808594
2021-06-04,17.535009384155273
2021-06-07,17.575658798217773
2021-06-08,17.41405487060547
2021-06-09,17.319509506225586
2021-06-10,17.3861141204834
2021-06-11,17.785472869873047
2021-06-14,17.978540420532227
2021-06-15,17.74880599975586
2021-06-16,17.7705078125
2021-06-17,18.615615844726562
2021-06-18,18.597164154052734
2021-06-21,18.38612937927246
2021-06-22,18.844600677490234
2021-06-23,19.01471710205078
2021-06-24,19.16264533996582
2021-06-25,18.98853302001953
2021-06-28,19.940406799316406
2021-06-29,19.98206329345703
2021-06-30,19.957862854003906
2021-07-01,20.166898727416992
2021-07-02,20.441282272338867
2021-07-06,20.652313232421875
2021-07-07,20.3262882232666
2021-07-08,19.858333587646484
2021-07-09,20.005510330200195
2021-07-12,20.466724395751953
2021-07-13,20.204811096191406
2021-07-14,19.797225952148438
2021-07-15,18.923927307128906
2021-07-16,18.12047576904297
2021-07-19,18.737842559814453
2021-07-20,18.570463180541992
2021-07-21,19.366687774658203
2021-07-22,19.550277709960938
2021-07-23,19.51435661315918
2021-07-26,19.250946044921875
2021-07-27,19.16513442993164
2021-07-28,19.4594783782959
2021-07-29,19.618122100830078
2021-07-30,19.455486297607422
2021-08-02,19.70592498779297
2021-08-03,19.770782470703125
2021-08-04,20.2287540435791
2021-08-05,20.590944290161133
2021-08-06,20.3205509185791
2021-08-09,20.249711990356445
2021-08-10,19.891515731811523
2021-08-11,19.655044555664062
2021-08-12,19.860580444335938
2021-08-13,20.142953872680664
2021-08-16,19.905481338500977
2021-08-17,19.414581298828125
2021-08-18,18.997512817382812
2021-08-19,19.753822326660156
2021-08-20,20.769546508789062
2021-08-23,21.90900421142578
2021-08-24,21.744369506835938
2021-08-25,22.163433074951172
2021-08-26,22.018760681152344
2021-08-27,22.585485458374023
2021-08-30,22.637371063232422
2021-08-31,22.338985443115234
2021-09-01,22.39487075805664
2021-09-02,22.349964141845703
2021-09-03,22.796045303344727
2021-09-07,22.61541748046875
2021-09-08,22.29308319091797
2021-09-09,22.131412506103516
2021-09-10,22.431798934936523
2021-09-13,22.106468200683594
2021-09-14,22.19628143310547
2021-09-15,22.295076370239258
2021-09-16,22.19628143310547
2021-09-17,21.854984283447266
2021-09-20,21.069599151611328
2021-09-21,21.202327728271484
2021-09-22,21.89589500427246
2021-09-23,22.435787200927734
2021-09-24,22.035608291625977
2021-09-27,21.615476608276367
2021-09-28,20.65645408630371
2021-09-29,20.47482681274414
2021-09-30,20.673416137695312
2021-10-01,20.69936180114746
2021-10-04,19.691444396972656
2021-10-05,20.408967971801758
2021-10-06,20.65744972229004
2021-10-07,21.03168296813965
2021-10-08,20.78818130493164
2021-10-11,20.652462005615234
2021-10-12,20.628511428833008
2021-10-13,20.895957946777344
2021-10-14,21.7012996673584
2021-10-15,21.817062377929688
2021-10-18,22.176319122314453
2021-10-19,22.244184494018555
2021-10-20,22.05756187438965
2021-10-21,22.645355224609375
2021-10-22,22.67928695678711
2021-10-25,23.118385314941406
2021-10-26,24.66619110107422
2021-10-27,24.40074348449707
2021-10-28,24.889732360839844
2021-10-29,25.514448165893555
2021-11-01,25.77391242980957
2021-11-02,26.34672737121582
2021-11-03,26.5433292388916
2021-11-04,29.739742279052734
2021-11-05,29.690839767456055
2021-11-08,30.74068260192871
2021-11-09,30.593982696533203
2021-11-10,29.398447036743164
2021-11-11,30.327533721923828
2021-11-12,30.327533721923828
2021-11-15,29.963281631469727
2021-11-16,30.140918731689453
2021-11-17,29.20085334777832
2021-11-18,31.60988998413086
2021-11-19,32.91720199584961
2021-11-22,31.89031219482422
2021-11-23,31.68073844909668
2021-11-24,32.60682678222656
2021-11-26,31.438247680664062
2021-11-29,33.30739212036133
2021-11-30,32.60882568359375
2021-12-01,31.374223709106445
2021-12-02,32.06388473510742
2021-12-03,30.633663177490234
2021-12-06,29.97892951965332
2021-12-07,32.36430358886719
2021-12-08,31.764467239379883
2021-12-09,30.431053161621094
2021-12-10,30.139617919921875
2021-12-13,28.106555938720703
2021-12-14,28.28221321105957
2021-12-15,30.40011215209961
2021-12-16,28.332117080688477
2021-12-17,27.747249603271484
2021-12-20,27.665409088134766
2021-12-21,29.018787384033203
2021-12-22,29.34316062927246
2021-12-23,29.582698822021484
2021-12-27,30.885173797607422
2021-12-28,30.26338005065918
2021-12-29,29.9429931640625
2021-12-30,29.528797149658203
2021-12-31,29.35413932800293
2022-01-03,30.06276512145996
2022-01-04,29.233373641967773
2022-01-05,27.550630569458008
2022-01-06,28.12352180480957
2022-01-07,27.194320678710938
2022-01-10,27.347026824951172
2022-01-11,27.763219833374023
2022-01-12,27.944868087768555
2022-01-13,26.52362060546875
2022-01-14,26.88990592956543
2022-01-18,25.852922439575195
2022-01-19,25.018537521362305
2022-01-20,24.103307723999023
2022-01-21,23.328811645507812
2022-01-24,23.326812744140625
2022-01-25,22.280839920043945
2022-01-26,22.72797203063965
2022-01-27,21.90157127380371
2022-01-28,22.79584503173828
2022-01-31,24.43865966796875
2022-02-01,24.590368270874023
